,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.8341853142857143,0.21683097493542264,0.9405479452054795,0.27666666666666667,0.27666666666666667,1500.0,1.3936526775360107
1,0.8562596190476192,0.26703621867731697,0.943013698630137,0.30666666666666664,0.30666666666666664,1500.0,1.3999898433685303
2,0.8273853523809523,0.2127494448337116,0.9396164383561644,0.2653333333333333,0.2653333333333333,1500.0,1.3003628253936768
3,0.8126639047619049,0.18720491411300572,0.937917808219178,0.24466666666666667,0.24466666666666667,1500.0,1.3000738620758057
4,0.8387015809523809,0.22202728246245448,0.9404383561643835,0.2753333333333333,0.2753333333333333,1500.0,1.3523120880126953
5,0.8116646285714285,0.18377661096543108,0.9368767123287671,0.232,0.232,1500.0,1.4093208312988281
6,0.8375117904761903,0.21780104603274242,0.9397808219178082,0.2673333333333333,0.2673333333333333,1500.0,1.3136262893676758
7,0.8329583238095237,0.21389407433382854,0.9394520547945205,0.2633333333333333,0.2633333333333333,1500.0,1.3216025829315186
8,0.8229084952380952,0.1969923875970198,0.9378082191780822,0.24333333333333335,0.24333333333333335,1500.0,1.3047068119049072
9,0.8654243238095238,0.27451915632046026,0.9453150684931507,0.33466666666666667,0.33466666666666667,1500.0,1.3025639057159424
